,Freq,Reporter,Partner,ProductCode,Indicator,Year,Value,DataSource
2857,Annual,Myanmar,World,Food Products,Import Trade Value (US$ Thousand),2017,1692273.2566,WITS - UNSD Comtrade
3335,Annual,Cameroon,World,Mach and Elec,Import Trade Value (US$ Thousand),2017,1692157.90892282,WITS - UNSD Comtrade
823,Annual,Sri Lanka,East Asia and Pacific,Textiles and Clothing,Import Trade Value (US$ Thousand),2017,1692049.63541032,WITS - UNSD Comtrade
1168,Annual,"Hong Kong, China",France,Transportation,Import Trade Value (US$ Thousand),2017,1690295.78138793,WITS - UNSD Comtrade
5536,Annual,France,Unspecified,Stone and Glass,Import Trade Value (US$ Thousand),2017,1690277.28483557,WITS - UNSD Comtrade
3355,Annual,Kenya,World,Chemicals,Import Trade Value (US$ Thousand),2017,1690197.01866318,WITS - UNSD Comtrade
2613,Annual,France,Italy,Wood,Import Trade Value (US$ Thousand),2017,1688683.60791656,WITS - UNSD Comtrade
783,Annual,Bulgaria,Europe and Central Asia,Plastic or Rubber,Import Trade Value (US$ Thousand),2017,1687885.47019753,WITS - UNSD Comtrade
2331,Annual,Angola,Portugal,Manufactures,Import Trade Value (US$ Thousand),2017,1687875.52468,WITS - UNSD Comtrade
608,Annual,Kyrgyz Republic,Europe and Central Asia,Consumer goods,Import Trade Value (US$ Thousand),2017,1687405.084,WITS - UNSD Comtrade
732,Annual,Vietnam,East Asia and Pacific,Stone and Glass,Import Trade Value (US$ Thousand),2017,1686457.3471,WITS - UNSD Comtrade
3454,Annual,Bosnia and Herzegovina,World,Capital goods,Import Trade Value (US$ Thousand),2017,1686319.41973576,WITS - UNSD Comtrade
2727,Annual,Madagascar,World,Consumer goods,Import Trade Value (US$ Thousand),2017,1685747.94175705,WITS - UNSD Comtrade
3187,Annual,Argentina,World,Textiles,Import Trade Value (US$ Thousand),2017,1684855.2837,WITS - UNSD Comtrade
823,Annual,Mauritius,East Asia and Pacific,All Products,Import Trade Value (US$ Thousand),2017,1683361.22123536,WITS - UNSD Comtrade
1677,Annual,Mexico,Latin America and Caribbean,Raw materials,Import Trade Value (US$ Thousand),2017,1683199.884,WITS - UNSD Comtrade
3604,Annual,United Arab Emirates,South Asia,Vegetable,Import Trade Value (US$ Thousand),2017,1682819.39895318,WITS - UNSD Comtrade
832,Annual,Mexico,Europe and Central Asia,Fuel,Import Trade Value (US$ Thousand),2017,1682288.28,WITS - UNSD Comtrade
2088,Annual,Cambodia,Vietnam,All Products,Import Trade Value (US$ Thousand),2017,1682287.89121,WITS - UNSD Comtrade
2248,Annual,Benin,World,Food,Import Trade Value (US$ Thousand),2017,1681459.08945483,WITS - UNSD Comtrade
1000,Annual,Luxembourg,Europe and Central Asia,Raw materials,Import Trade Value (US$ Thousand),2017,1681318.41304439,WITS - UNSD Comtrade
3144,Annual,Vietnam,United States,Agricultural Raw Materials,Import Trade Value (US$ Thousand),2017,1680613.9509,WITS - UNSD Comtrade
801,Annual,Belarus,Europe and Central Asia,Plastic or Rubber,Import Trade Value (US$ Thousand),2017,1680387.5,WITS - UNSD Comtrade
1997,Annual,"Bahamas, The",United States,Manufactures,Import Trade Value (US$ Thousand),2017,1680168.07793,WITS - UNSD Comtrade
669,Annual,Cyprus,East Asia and Pacific,All Products,Import Trade Value (US$ Thousand),2017,1679304.01276446,WITS - UNSD Comtrade
1412,Annual,Guatemala,Latin America and Caribbean,Intermediate goods,Import Trade Value (US$ Thousand),2017,1678762.146,WITS - UNSD Comtrade
1139,Annual,Poland,Germany,Ores and Metals,Import Trade Value (US$ Thousand),2017,1678444.573,WITS - UNSD Comtrade
3378,Annual,South Africa,Nigeria,Raw materials,Import Trade Value (US$ Thousand),2017,1678274.01216853,WITS - UNSD Comtrade
3073,Annual,Honduras,World,Capital goods,Import Trade Value (US$ Thousand),2017,1676710.89209,WITS - UNSD Comtrade
1095,Annual,Australia,East Asia and Pacific,Footwear,Import Trade Value (US$ Thousand),2017,1676304.01442185,WITS - UNSD Comtrade
426,Annual,France,Belgium,Wood,Import Trade Value (US$ Thousand),2017,1675707.21505828,WITS - UNSD Comtrade
3075,Annual,Angola,World,Fuel,Import Trade Value (US$ Thousand),2017,1675239.15973,WITS - UNSD Comtrade
1032,Annual,Switzerland,Germany,Ores and Metals,Import Trade Value (US$ Thousand),2017,1674925.50077096,WITS - UNSD Comtrade
1818,Annual,Colombia,Latin America and Caribbean,Chemical,Import Trade Value (US$ Thousand),2017,1674815.114,WITS - UNSD Comtrade
1040,Annual,Russian Federation,Europe and Central Asia,Fuels,Import Trade Value (US$ Thousand),2017,1674641.0211,WITS - UNSD Comtrade
833,Annual,Hungary,Europe and Central Asia,Vegetable,Import Trade Value (US$ Thousand),2017,1673907.861,WITS - UNSD Comtrade
753,Annual,Tunisia,East Asia and Pacific,Machinery and Transport Equipment,Import Trade Value (US$ Thousand),2017,1673445.19473959,WITS - UNSD Comtrade
593,Annual,Brazil,Chile,Ores and Metals,Import Trade Value (US$ Thousand),2017,1673199.487,WITS - UNSD Comtrade
659,Annual,Paraguay,East Asia and Pacific,Consumer goods,Import Trade Value (US$ Thousand),2017,1673042.412,WITS - UNSD Comtrade
728,Annual,Nicaragua,East Asia and Pacific,All Products,Import Trade Value (US$ Thousand),2017,1672653.14454,WITS - UNSD Comtrade
3014,Annual,Cote d'Ivoire,Sub-Saharan Africa,All Products,Import Trade Value (US$ Thousand),2017,1672527.62275142,WITS - UNSD Comtrade
4302,Annual,Sweden,World,Agricultural Raw Materials,Import Trade Value (US$ Thousand),2017,1672108.40151866,WITS - UNSD Comtrade
685,Annual,Panama,East Asia and Pacific,Chemical,Import Trade Value (US$ Thousand),2017,1671377.912,WITS - UNSD Comtrade
1294,Annual,United Kingdom,Europe and Central Asia,Minerals,Import Trade Value (US$ Thousand),2017,1670367.10733618,WITS - UNSD Comtrade
2213,Annual,Colombia,North America,Mach and Elec,Import Trade Value (US$ Thousand),2017,1669844.77471,WITS - UNSD Comtrade
1103,Annual,Poland,Czech Republic,Transportation,Import Trade Value (US$ Thousand),2017,1668807.431,WITS - UNSD Comtrade
489,Annual,Uruguay,China,Manufactures,Import Trade Value (US$ Thousand),2017,1668597.75725,WITS - UNSD Comtrade
465,Annual,Israel,Switzerland,Fuel,Import Trade Value (US$ Thousand),2017,1668589.0,WITS - UNSD Comtrade
4750,Annual,Austria,World,Minerals,Import Trade Value (US$ Thousand),2017,1667793.86157244,WITS - UNSD Comtrade
975,Annual,Slovenia,Germany,Capital goods,Import Trade Value (US$ Thousand),2017,1667703.12662,WITS - UNSD Comtrade
3060,Annual,Angola,World,Fuels,Import Trade Value (US$ Thousand),2017,1667571.14272,WITS - UNSD Comtrade
450,Annual,Israel,Switzerland,Fuels,Import Trade Value (US$ Thousand),2017,1667469.0,WITS - UNSD Comtrade
3725,Annual,"Hong Kong, China",United States,Vegetable,Import Trade Value (US$ Thousand),2017,1665908.73426194,WITS - UNSD Comtrade
2964,Annual,Montenegro,World,Manufactures,Import Trade Value (US$ Thousand),2017,1665619.46528896,WITS - UNSD Comtrade
567,Annual,Chile,China,Metals,Import Trade Value (US$ Thousand),2017,1665441.60472,WITS - UNSD Comtrade
1694,Annual,Philippines,"Korea, Rep.",Fuels,Import Trade Value (US$ Thousand),2017,1665154.323,WITS - UNSD Comtrade
3030,Annual,Lithuania,World,Food Products,Import Trade Value (US$ Thousand),2017,1664756.612,WITS - UNSD Comtrade
2867,Annual,Myanmar,World,Metals,Import Trade Value (US$ Thousand),2017,1664572.32237,WITS - UNSD Comtrade
3106,Annual,Azerbaijan,World,Food,Import Trade Value (US$ Thousand),2017,1664266.71794,WITS - UNSD Comtrade
963,Annual,Kuwait,Europe and Central Asia,Chemical,Import Trade Value (US$ Thousand),2017,1663211.12101365,WITS - UNSD Comtrade
1130,Annual,Morocco,France,Consumer goods,Import Trade Value (US$ Thousand),2017,1663152.83098418,WITS - UNSD Comtrade
3351,Annual,Peru,World,Miscellaneous,Import Trade Value (US$ Thousand),2017,1661533.47798,WITS - UNSD Comtrade
880,Annual,Lebanon,Germany,Capital goods,Import Trade Value (US$ Thousand),2017,1661084.16758442,WITS - UNSD Comtrade
1422,Annual,"Iran, Islamic Rep.",Middle East and North Africa,Transportation,Import Trade Value (US$ Thousand),2017,1658133.456,WITS - UNSD Comtrade
1281,Annual,Occ.Pal.Terr,Middle East and North Africa,Consumer goods,Import Trade Value (US$ Thousand),2017,1657995.61337823,WITS - UNSD Comtrade
792,Annual,Bulgaria,Europe and Central Asia,Miscellaneous,Import Trade Value (US$ Thousand),2017,1656076.01087925,WITS - UNSD Comtrade
804,Annual,Kazakhstan,Europe and Central Asia,Raw materials,Import Trade Value (US$ Thousand),2017,1656023.23048,WITS - UNSD Comtrade
3155,Annual,Belarus,World,Food Products,Import Trade Value (US$ Thousand),2017,1654000.2,WITS - UNSD Comtrade
1709,Annual,Philippines,"Korea, Rep.",Fuel,Import Trade Value (US$ Thousand),2017,1653874.279,WITS - UNSD Comtrade
864,Annual,Luxembourg,Germany,Machinery and Transport Equipment,Import Trade Value (US$ Thousand),2017,1653526.36898205,WITS - UNSD Comtrade
590,Annual,Morocco,China,Mach and Elec,Import Trade Value (US$ Thousand),2017,1653516.46917726,WITS - UNSD Comtrade
922,Annual,Chile,Europe and Central Asia,Chemicals,Import Trade Value (US$ Thousand),2017,1653514.24270528,WITS - UNSD Comtrade
2934,Annual,Senegal,World,Machinery and Transport Equipment,Import Trade Value (US$ Thousand),2017,1652804.52035795,WITS - UNSD Comtrade
990,Annual,Lebanon,East Asia and Pacific,Textiles,Import Trade Value (US$ Thousand),2017,1652762.10149607,WITS - UNSD Comtrade
3612,Annual,Dominican Republic,United States,Machinery and Transport Equipment,Import Trade Value (US$ Thousand),2017,1652679.74199,WITS - UNSD Comtrade
759,Annual,Angola,East Asia and Pacific,Consumer goods,Import Trade Value (US$ Thousand),2017,1651611.04823,WITS - UNSD Comtrade
2399,Annual,Jordan,Saudi Arabia,Fuel,Import Trade Value (US$ Thousand),2017,1650933.86641435,WITS - UNSD Comtrade
2384,Annual,Jordan,Saudi Arabia,Fuels,Import Trade Value (US$ Thousand),2017,1650837.34385887,WITS - UNSD Comtrade
673,Annual,Panama,East Asia and Pacific,Chemicals,Import Trade Value (US$ Thousand),2017,1649471.897,WITS - UNSD Comtrade
3147,Annual,Mozambique,South Africa,All Products,Import Trade Value (US$ Thousand),2017,1648123.92453,WITS - UNSD Comtrade
1244,Annual,Czech Republic,East Asia and Pacific,Textiles,Import Trade Value (US$ Thousand),2017,1647328.189,WITS - UNSD Comtrade
3723,Annual,Ukraine,World,Vegetable,Import Trade Value (US$ Thousand),2017,1647125.91397,WITS - UNSD Comtrade
869,Annual,Lebanon,Germany,Chemical,Import Trade Value (US$ Thousand),2017,1647090.25072473,WITS - UNSD Comtrade
2842,Annual,Cyprus,World,Fuel,Import Trade Value (US$ Thousand),2017,1646757.19544474,WITS - UNSD Comtrade
1005,Annual,Lebanon,Europe and Central Asia,Wood,Import Trade Value (US$ Thousand),2017,1646646.54747921,WITS - UNSD Comtrade
353,Annual,Uruguay,Brazil,All Products,Import Trade Value (US$ Thousand),2017,1646493.00769,WITS - UNSD Comtrade
2827,Annual,Cyprus,World,Fuels,Import Trade Value (US$ Thousand),2017,1646176.96643991,WITS - UNSD Comtrade
2192,Annual,Peru,North America,Food,Import Trade Value (US$ Thousand),2017,1645954.73737,WITS - UNSD Comtrade
556,Annual,"Egypt, Arab Rep.",China,Textiles,Import Trade Value (US$ Thousand),2017,1644624.71357482,WITS - UNSD Comtrade
1928,Annual,El Salvador,North America,Manufactures,Import Trade Value (US$ Thousand),2017,1644549.67031,WITS - UNSD Comtrade
2454,Annual,"Iran, Islamic Rep.",World,Textiles,Import Trade Value (US$ Thousand),2017,1644511.437,WITS - UNSD Comtrade
851,Annual,Cote d'Ivoire,East Asia and Pacific,Manufactures,Import Trade Value (US$ Thousand),2017,1643753.64528831,WITS - UNSD Comtrade
1746,Annual,Peru,Latin America and Caribbean,Chemical,Import Trade Value (US$ Thousand),2017,1643070.66006,WITS - UNSD Comtrade
3185,Annual,Israel,World,Wood,Import Trade Value (US$ Thousand),2017,1642238.0,WITS - UNSD Comtrade
2407,Annual,New Zealand,Middle East and North Africa,Raw materials,Import Trade Value (US$ Thousand),2017,1641821.12712325,WITS - UNSD Comtrade
2870,Annual,Croatia,World,Textiles and Clothing,Import Trade Value (US$ Thousand),2017,1641667.755,WITS - UNSD Comtrade
3663,Annual,"Serbia, FR(Serbia/Montenegro)",World,Food,Import Trade Value (US$ Thousand),2017,1641530.682,WITS - UNSD Comtrade
3156,Annual,Kazakhstan,World,Plastic or Rubber,Import Trade Value (US$ Thousand),2017,1640714.64817,WITS - UNSD Comtrade
2643,Annual,"Korea, Rep.",Latin America and Caribbean,Vegetable,Import Trade Value (US$ Thousand),2017,1639627.213,WITS - UNSD Comtrade
600,Annual,Cameroon,China,Manufactures,Import Trade Value (US$ Thousand),2017,1639510.94535135,WITS - UNSD Comtrade
943,Annual,Kuwait,East Asia and Pacific,Intermediate goods,Import Trade Value (US$ Thousand),2017,1638119.03178448,WITS - UNSD Comtrade
643,Annual,Croatia,Germany,Machinery and Transport Equipment,Import Trade Value (US$ Thousand),2017,1637742.356,WITS - UNSD Comtrade
2159,Annual,Togo,World,All Products,Import Trade Value (US$ Thousand),2017,1635573.22163667,WITS - UNSD Comtrade
810,Annual,Ukraine,Germany,Capital goods,Import Trade Value (US$ Thousand),2017,1635276.33234,WITS - UNSD Comtrade
1388,Annual,Algeria,Italy,Capital goods,Import Trade Value (US$ Thousand),2017,1634901.67371,WITS - UNSD Comtrade
419,Annual,France,Belgium,Vegetable,Import Trade Value (US$ Thousand),2017,1634391.75668648,WITS - UNSD Comtrade
2674,Annual,Oman,World,Fuels,Import Trade Value (US$ Thousand),2017,1633805.95438788,WITS - UNSD Comtrade
3112,Annual,Singapore,North America,Plastic or Rubber,Import Trade Value (US$ Thousand),2017,1633746.79429317,WITS - UNSD Comtrade
780,Annual,Tunisia,Europe and Central Asia,Textiles,Import Trade Value (US$ Thousand),2017,1631762.79451468,WITS - UNSD Comtrade
1119,Annual,Slovenia,Europe and Central Asia,Raw materials,Import Trade Value (US$ Thousand),2017,1631256.04021,WITS - UNSD Comtrade
2103,Annual,Occ.Pal.Terr,World,Food,Import Trade Value (US$ Thousand),2017,1631211.44310412,WITS - UNSD Comtrade
543,Annual,"Egypt, Arab Rep.",China,Textiles and Clothing,Import Trade Value (US$ Thousand),2017,1630285.95678881,WITS - UNSD Comtrade
3509,Annual,Sri Lanka,World,Metals,Import Trade Value (US$ Thousand),2017,1630129.41130018,WITS - UNSD Comtrade
977,Annual,Lebanon,East Asia and Pacific,Textiles and Clothing,Import Trade Value (US$ Thousand),2017,1629961.12657961,WITS - UNSD Comtrade
725,Annual,Nicaragua,East Asia and Pacific,Manufactures,Import Trade Value (US$ Thousand),2017,1629229.42349,WITS - UNSD Comtrade
719,Annual,Jordan,East Asia and Pacific,Capital goods,Import Trade Value (US$ Thousand),2017,1628995.37025797,WITS - UNSD Comtrade
1054,Annual,Sweden,Denmark,Fuel,Import Trade Value (US$ Thousand),2017,1628993.52835462,WITS - UNSD Comtrade
984,Annual,Slovak Republic,Czech Republic,Intermediate goods,Import Trade Value (US$ Thousand),2017,1628488.4899348,WITS - UNSD Comtrade
1140,Annual,Ireland,Europe and Central Asia,Animal,Import Trade Value (US$ Thousand),2017,1627510.10235166,WITS - UNSD Comtrade
655,Annual,Oman,East Asia and Pacific,Machinery and Transport Equipment,Import Trade Value (US$ Thousand),2017,1627306.2124501,WITS - UNSD Comtrade
607,Annual,"Congo, Rep.",Europe and Central Asia,All Products,Import Trade Value (US$ Thousand),2017,1626663.85164973,WITS - UNSD Comtrade
3735,Annual,Dominican Republic,World,Plastic or Rubber,Import Trade Value (US$ Thousand),2017,1625704.8574,WITS - UNSD Comtrade
1039,Annual,Sweden,Denmark,Fuels,Import Trade Value (US$ Thousand),2017,1624903.5474821,WITS - UNSD Comtrade
1547,Annual,Uruguay,Latin America and Caribbean,Consumer goods,Import Trade Value (US$ Thousand),2017,1624702.5881,WITS - UNSD Comtrade
986,Annual,Lebanon,East Asia and Pacific,Food,Import Trade Value (US$ Thousand),2017,1624614.20277294,WITS - UNSD Comtrade
1535,Annual,Poland,France,Chemicals,Import Trade Value (US$ Thousand),2017,1623984.401,WITS - UNSD Comtrade
918,Annual,Greece,Europe and Central Asia,Miscellaneous,Import Trade Value (US$ Thousand),2017,1623724.2927984,WITS - UNSD Comtrade
986,Annual,Dominican Republic,East Asia and Pacific,Consumer goods,Import Trade Value (US$ Thousand),2017,1623686.2293,WITS - UNSD Comtrade
939,Annual,"Serbia, FR(Serbia/Montenegro)",Europe and Central Asia,Transportation,Import Trade Value (US$ Thousand),2017,1623457.13,WITS - UNSD Comtrade
2772,Annual,Spain,Latin America and Caribbean,Animal,Import Trade Value (US$ Thousand),2017,1622724.32407037,WITS - UNSD Comtrade
2253,Annual,Chile,North America,Chemicals,Import Trade Value (US$ Thousand),2017,1622302.25041876,WITS - UNSD Comtrade
2199,Annual,Peru,North America,Raw materials,Import Trade Value (US$ Thousand),2017,1621913.67222,WITS - UNSD Comtrade
3738,Annual,Ghana,World,Chemical,Import Trade Value (US$ Thousand),2017,1621506.2266375,WITS - UNSD Comtrade
836,Annual,Poland,China,Metals,Import Trade Value (US$ Thousand),2017,1621105.637,WITS - UNSD Comtrade
931,Annual,Malaysia,East Asia and Pacific,Animal,Import Trade Value (US$ Thousand),2017,1620993.3943055,WITS - UNSD Comtrade
36,Annual,"Iran, Islamic Rep.",United Arab Emirates,Transportation,Import Trade Value (US$ Thousand),2017,1618574.626,WITS - UNSD Comtrade
1163,Annual,Switzerland,Europe and Central Asia,Animal,Import Trade Value (US$ Thousand),2017,1617815.34683594,WITS - UNSD Comtrade
666,Annual,Cyprus,East Asia and Pacific,Manufactures,Import Trade Value (US$ Thousand),2017,1616892.882964,WITS - UNSD Comtrade
3166,Annual,Argentina,World,Vegetable,Import Trade Value (US$ Thousand),2017,1614771.65167,WITS - UNSD Comtrade
767,Annual,Tunisia,Europe and Central Asia,Textiles and Clothing,Import Trade Value (US$ Thousand),2017,1614676.74255691,WITS - UNSD Comtrade
802,Annual,Argentina,Europe and Central Asia,Transportation,Import Trade Value (US$ Thousand),2017,1614163.17757,WITS - UNSD Comtrade
3001,Annual,El Salvador,World,Chemical,Import Trade Value (US$ Thousand),2017,1613225.6503,WITS - UNSD Comtrade
2928,Annual,Senegal,World,Food,Import Trade Value (US$ Thousand),2017,1613161.84494019,WITS - UNSD Comtrade
903,Annual,Nigeria,Europe and Central Asia,Raw materials,Import Trade Value (US$ Thousand),2017,1611863.70184931,WITS - UNSD Comtrade
3584,Annual,Czech Republic,Poland,Food,Import Trade Value (US$ Thousand),2017,1611821.591,WITS - UNSD Comtrade
2024,Annual,Swaziland,World,All Products,Import Trade Value (US$ Thousand),2017,1611784.44430099,WITS - UNSD Comtrade
951,Annual,Kuwait,Europe and Central Asia,Chemicals,Import Trade Value (US$ Thousand),2017,1611000.10921302,WITS - UNSD Comtrade
950,Annual,"Serbia, FR(Serbia/Montenegro)",Europe and Central Asia,Raw materials,Import Trade Value (US$ Thousand),2017,1609865.163,WITS - UNSD Comtrade
2914,Annual,Jordan,World,Vegetable,Import Trade Value (US$ Thousand),2017,1609791.86904214,WITS - UNSD Comtrade
1509,Annual,Canada,East Asia and Pacific,Food Products,Import Trade Value (US$ Thousand),2017,1608349.53038854,WITS - UNSD Comtrade
